id,url,primaryTitle,originalTitle,type,description,primaryImage,thumbnails,trailer,contentRating,isAdult,releaseDate,startYear,endYear,runtimeMinutes,genres,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,averageRating,numVotes,metascore
tt12688170,https://www.imdb.com/title/tt12688170/,The Kids Tonight Show,The Kids Tonight Show,tvSeries,Kids version of 'The Tonight Show'.,https://m.media-amazon.com/images/M/MV5BMGM4MWM1NmUtNmZhMi00ZDJkLTk4Y2EtZjAyMTNlYjA3MzM1XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMGM4MWM1NmUtNmZhMi00ZDJkLTk4Y2EtZjAyMTNlYjA3MzM1XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMGM4MWM1NmUtNmZhMi00ZDJkLTk4Y2EtZjAyMTNlYjA3MzM1XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMGM4MWM1NmUtNmZhMi00ZDJkLTk4Y2EtZjAyMTNlYjA3MzM1XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=1AtglNt1XlI,TV-G,False,2021-10-14,2021,2021.0,,"['Comedy', 'Family', 'Talk-Show']","['Comedy', 'Family', 'Talk Show']",['US'],,,,"[{'id': 'co0861257', 'name': 'Electric Hot Dog'}, {'id': 'co0452782', 'name': 'Matador Content'}, {'id': 'co0129175', 'name': 'NBC Universal Television'}]",,,5.2,69.0,
tt14477048,https://www.imdb.com/title/tt14477048/,Oscars: Into the Spotlight,Oscars: Into the Spotlight,tvSpecial,,https://m.media-amazon.com/images/M/MV5BYWVkZWQ2ZTYtODFlMi00MDFmLWI5ODktMWVlNjhkZmFkNGY0XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BYWVkZWQ2ZTYtODFlMi00MDFmLWI5ODktMWVlNjhkZmFkNGY0XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BYWVkZWQ2ZTYtODFlMi00MDFmLWI5ODktMWVlNjhkZmFkNGY0XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BYWVkZWQ2ZTYtODFlMi00MDFmLWI5ODktMWVlNjhkZmFkNGY0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2021-04-25,2021,,,,,['US'],,['en'],"['Union Station - 800 N. Alameda Street, Downtown, Los Angeles, California, USA']","[{'id': 'co0050231', 'name': 'Academy of Motion Picture Arts and Sciences (AMPAS)'}]",,,5.6,29.0,
tt13819950,https://www.imdb.com/title/tt13819950/,Stephen A's World,Stephen A's World,tvSeries,ESPN commentator Stephen A. Smith hosts this new show featuring his unfiltered take on all the day's biggest sports stories.,https://m.media-amazon.com/images/M/MV5BMTc1ZTcwYjItODFkMy00YzE2LWFlYTEtYjA0NGNmZjk3N2Q4XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMTc1ZTcwYjItODFkMy00YzE2LWFlYTEtYjA0NGNmZjk3N2Q4XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTc1ZTcwYjItODFkMy00YzE2LWFlYTEtYjA0NGNmZjk3N2Q4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTc1ZTcwYjItODFkMy00YzE2LWFlYTEtYjA0NGNmZjk3N2Q4XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2021-01-11,2021,,,"['Sport', 'Talk-Show']","['Sport', 'Talk Show']",,['https://espn.com/'],,"['New York City, New York, USA']","[{'id': 'co0185451', 'name': 'ESPN Enterprises'}, {'id': 'co0756519', 'name': 'ESPN'}, {'id': 'co0044374', 'name': 'The Walt Disney Company'}]",,,4.7,42.0,
tt6467266,https://www.imdb.com/title/tt6467266/,Sing 2,Sing 2,movie,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,https://m.media-amazon.com/images/M/MV5BNzZkZmMzNzItYzBhOS00ZGEwLWFiNWYtMWRjNzM4MjRjZTRjXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNzZkZmMzNzItYzBhOS00ZGEwLWFiNWYtMWRjNzM4MjRjZTRjXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNzZkZmMzNzItYzBhOS00ZGEwLWFiNWYtMWRjNzM4MjRjZTRjXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNzZkZmMzNzItYzBhOS00ZGEwLWFiNWYtMWRjNzM4MjRjZTRjXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=EPZu5MA2uqI,PG,False,2021-12-22,2021,,110.0,"['Adventure', 'Animation', 'Comedy']","['Animal Adventure', 'Computer Animation', 'Jukebox Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Musical']","['US', 'JP', 'FR']","['https://www.facebook.com/SingMovie', 'https://www.instagram.com/SingMovie/']",['en'],,"[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0221986', 'name': 'Illumination Entertainment'}, {'id': 'co0169264', 'name': 'Dentsu'}]",85000000.0,408402685.0,7.3,102036.0,49.0
tt12179810,https://www.imdb.com/title/tt12179810/,The Anytime Show with Mister H. I.,The Anytime Show with Mister H. I.,tvSeries,"Meet Mister H. I.. He's the host of the all-new series, ""The Anytime Show"". As king of the Hollywood Insider jungle, Mister H. I. or simply Mr. Hi, has his paws on the ground and his mane in the clouds as he provides a much-needed dose of laughter with his unique commentary on all things entertainment. This fierce host also plans to bring viewers up to speed on current events, whether they are funny, serious, good, or bad - he'll deliver it all with his signature wit and posh English charm. The Anytime Show premiered on April 17, 2020 exclusively on Hollywood Insider's YouTube channel. From his animated studio on Hollywood Insider's back-lot, Mr. Hi brings all things Hollywood right to your screen. Adorned with various entertainment trophies (Oscar, BAFTA, SAG, Golden Globes, Grammy, Emmys) and accolades lining his shelf, The Anytime Show set is visually appealing with vertical oak shiplap walls accompanied by Mr. Hi's personalized director's chair. A visual spectacle with a captivating host guiding his audience on a tour of current events?",https://m.media-amazon.com/images/M/MV5BYWJiNzUyNTEtMDdmNi00YjBjLWE4YjAtZjFmZGEwMTg4YzhjXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BYWJiNzUyNTEtMDdmNi00YjBjLWE4YjAtZjFmZGEwMTg4YzhjXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BYWJiNzUyNTEtMDdmNi00YjBjLWE4YjAtZjFmZGEwMTg4YzhjXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BYWJiNzUyNTEtMDdmNi00YjBjLWE4YjAtZjFmZGEwMTg4YzhjXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2020-04-17,2020,,,['Talk-Show'],['Talk Show'],['US'],['https://www.hollywoodinsider.com/mister-hi-show/'],['en'],,"[{'id': 'co0704266', 'name': 'Hollywood Insider'}]",2500000.0,,5.8,33.0,
tt11358806,https://www.imdb.com/title/tt11358806/,Cup of Joe,Cup of Joe,tvSeries,"Travel, photography and adventure with Joe Jonas.",https://m.media-amazon.com/images/M/MV5BYmUxYjRjNzctOGI3ZS00Yjg4LWE2YjgtN2RlMDUyNDUzODBjXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BYmUxYjRjNzctOGI3ZS00Yjg4LWE2YjgtN2RlMDUyNDUzODBjXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BYmUxYjRjNzctOGI3ZS00Yjg4LWE2YjgtN2RlMDUyNDUzODBjXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BYmUxYjRjNzctOGI3ZS00Yjg4LWE2YjgtN2RlMDUyNDUzODBjXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2020-04-27,2020,,,"['Short', 'Talk-Show']","['Short', 'Talk Show']",['US'],['https://therokuchannel.roku.com/details/7f56cafa061f5c0ea5e4fd84ede3ad43/cup-of-joe'],['en'],,"[{'id': 'co0186621', 'name': 'Fulwell 73'}, {'id': 'co0655774', 'name': 'Philymack'}]",,,7.4,88.0,
tt13308412,https://www.imdb.com/title/tt13308412/,Drew & A,Drew & A,tvSeries,Drew McIntyre and guest will discussions about wrestling and beyond.,https://m.media-amazon.com/images/M/MV5BODgzMjk3MDEtMzY0Zi00MGE2LWE5MjEtNDVjM2MxMDhhZmIxXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BODgzMjk3MDEtMzY0Zi00MGE2LWE5MjEtNDVjM2MxMDhhZmIxXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BODgzMjk3MDEtMzY0Zi00MGE2LWE5MjEtNDVjM2MxMDhhZmIxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BODgzMjk3MDEtMzY0Zi00MGE2LWE5MjEtNDVjM2MxMDhhZmIxXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2020-10-24,2020,,,['Talk-Show'],['Talk Show'],['US'],['https://watch.wwe.com/'],['en'],,"[{'id': 'co0108337', 'name': 'World Wrestling Entertainment (WWE)'}]",,,4.6,16.0,
tt12599288,https://www.imdb.com/title/tt12599288/,Uncomfortable Conversations with a Black Man,Uncomfortable Conversations with a Black Man,tvMiniSeries,A conversation with Emmanuel Acho about race that many white people have never been able to have.,https://m.media-amazon.com/images/M/MV5BODljYTA3YzgtYmRjYS00Y2ZjLThhNTAtN2M1MGQ0OTNiOTFhXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BODljYTA3YzgtYmRjYS00Y2ZjLThhNTAtN2M1MGQ0OTNiOTFhXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BODljYTA3YzgtYmRjYS00Y2ZjLThhNTAtN2M1MGQ0OTNiOTFhXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BODljYTA3YzgtYmRjYS00Y2ZjLThhNTAtN2M1MGQ0OTNiOTFhXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2020-06-03,2020,2020.0,,"['Documentary', 'Reality-TV', 'Short']","['Documentary', 'Reality TV', 'Short', 'Talk Show']",['US'],['https://www.youtube.com/@emmanuelacho/videos'],['en'],,"[{'id': 'co0029540', 'name': 'RadicalMedia'}]",,,6.6,24.0,
tt10171532,https://www.imdb.com/title/tt10171532/,The Oprah Conversation,The Oprah Conversation,tvSeries,"Oprah will lead timely and intimate discussions with today's foremost newsmakers, thought leaders, and masters of their craft.",https://m.media-amazon.com/images/M/MV5BNDdmNjQwMjMtNDZkMi00YmRkLTgxZjYtODE0YWNiM2RlOTI3XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNDdmNjQwMjMtNDZkMi00YmRkLTgxZjYtODE0YWNiM2RlOTI3XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDdmNjQwMjMtNDZkMi00YmRkLTgxZjYtODE0YWNiM2RlOTI3XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDdmNjQwMjMtNDZkMi00YmRkLTgxZjYtODE0YWNiM2RlOTI3XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,TV-PG,False,2020-07-30,2020,,,['Talk-Show'],['Talk Show'],['US'],,['en'],,"[{'id': 'co0546168', 'name': 'Apple TV+'}, {'id': 'co0004231', 'name': 'Harpo Films'}, {'id': 'co0029540', 'name': 'RadicalMedia'}]",,,4.0,458.0,
tt9821508,https://www.imdb.com/title/tt9821508/,IMDb at SXSW,IMDb at SXSW,tvSeries,"IMDb hits the streets of Austin with our film crew to cover all of the major red carpets, activations and interviews featuring the cast and filmmakers of up-and-coming films.",https://m.media-amazon.com/images/M/MV5BMjU4MzAwNDk2NV5BMl5BanBnXkFtZTgwMjQ3NTg0NzM@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMjU4MzAwNDk2NV5BMl5BanBnXkFtZTgwMjQ3NTg0NzM@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjU4MzAwNDk2NV5BMl5BanBnXkFtZTgwMjQ3NTg0NzM@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjU4MzAwNDk2NV5BMl5BanBnXkFtZTgwMjQ3NTg0NzM@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2019-03-08,2019,,,['Talk-Show'],['Talk Show'],,,,,"[{'id': 'co0699104', 'name': 'IMDb Originals'}]",,,6.5,32.0,
tt6511932,https://www.imdb.com/title/tt6511932/,The Beach Bum,The Beach Bum,movie,A rebellious stoner named Moondog lives life by his own rules.,https://m.media-amazon.com/images/M/MV5BMTY3MDUzMTAzOV5BMl5BanBnXkFtZTgwNDk3ODQyNzM@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMTY3MDUzMTAzOV5BMl5BanBnXkFtZTgwNDk3ODQyNzM@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTY3MDUzMTAzOV5BMl5BanBnXkFtZTgwNDk3ODQyNzM@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTY3MDUzMTAzOV5BMl5BanBnXkFtZTgwNDk3ODQyNzM@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=qSALRP1mZNQ,R,False,2019-03-29,2019,,95.0,"['Comedy', 'Drama']","['Stoner Comedy', 'Comedy', 'Drama']","['CH', 'GB', 'FR', 'US']","['https://www.thebeachbummovie.com/home/', 'https://movie.kinocinema.jp/works/beachbum/']","['en', 'es']","['Miami, Florida, USA']","[{'id': 'co0107086', 'name': 'Iconoclast'}, {'id': 'co0017525', 'name': 'Anonymous Content'}, {'id': 'co0307345', 'name': 'Le Grisbi Productions'}]",5000000.0,4554416.0,5.5,26731.0,55.0
tt9398640,https://www.imdb.com/title/tt9398640/,Between Two Ferns: The Movie,Between Two Ferns: The Movie,movie,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,https://m.media-amazon.com/images/M/MV5BMGRhMmFmODItYzkwZS00MzAyLTk3NjEtYjNiNzg0ZTdhOTZmXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMGRhMmFmODItYzkwZS00MzAyLTk3NjEtYjNiNzg0ZTdhOTZmXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMGRhMmFmODItYzkwZS00MzAyLTk3NjEtYjNiNzg0ZTdhOTZmXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMGRhMmFmODItYzkwZS00MzAyLTk3NjEtYjNiNzg0ZTdhOTZmXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=OjljgkCQv5c,TV-MA,False,2019-09-20,2019,,82.0,['Comedy'],"['Road Trip', 'Comedy']",['US'],,['en'],"['10825 Sepulveda Blvd, Mission Hills, California, USA']","[{'id': 'co0215655', 'name': 'Funny or Die'}]",,,6.1,39258.0,59.0
tt6476140,https://www.imdb.com/title/tt6476140/,Serenity,Serenity,movie,A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.,https://m.media-amazon.com/images/M/MV5BNjRlMWQ3MzUtOGU3ZS00YmJlLTljYjMtYWRiYTJjMDYzNGMyXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNjRlMWQ3MzUtOGU3ZS00YmJlLTljYjMtYWRiYTJjMDYzNGMyXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNjRlMWQ3MzUtOGU3ZS00YmJlLTljYjMtYWRiYTJjMDYzNGMyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNjRlMWQ3MzUtOGU3ZS00YmJlLTljYjMtYWRiYTJjMDYzNGMyXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=k3zMlsEK8xA,R,False,2019-01-25,2019,,106.0,"['Drama', 'Mystery', 'Thriller']","['Drama', 'Mystery', 'Thriller']","['GB', 'US']",,"['en', 'fr']",['Mauritius'],"[{'id': 'co0587505', 'name': 'Blue Budgie Films Limited'}, {'id': 'co0680234', 'name': 'Global Road Entertainment'}, {'id': 'co0531993', 'name': 'Ingenious'}]",25000000.0,14454622.0,5.4,49657.0,37.0
tt8367814,https://www.imdb.com/title/tt8367814/,The Gentlemen,The Gentlemen,movie,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",https://m.media-amazon.com/images/M/MV5BMjE2ZjQ4ZGMtZjFhMi00NmI5LTliNjEtODczMWMxNjliZjgxXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMjE2ZjQ4ZGMtZjFhMi00NmI5LTliNjEtODczMWMxNjliZjgxXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjE2ZjQ4ZGMtZjFhMi00NmI5LTliNjEtODczMWMxNjliZjgxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjE2ZjQ4ZGMtZjFhMi00NmI5LTliNjEtODczMWMxNjliZjgxXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=2B0RpUGss2c,R,False,2020-01-24,2019,,113.0,"['Action', 'Comedy', 'Crime']","['Caper', 'Dark Comedy', 'Drug Crime', 'Gangster', 'Action', 'Crime']","['US', 'GB']","['http://www.facebook.com/TheGentlemenMovie', 'http://www.instagram.com/thegentlemen/']","['en', 'ru', 'es', 'zh']","['Emirates Stadium, Highbury House, 75 Drayton Park, Highbury, London, Greater London, England, UK']","[{'id': 'co0699213', 'name': 'STX Films'}, {'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0131026', 'name': 'Toff Guy Films'}]",22000000.0,115175729.0,7.8,460176.0,51.0
tt11568358,https://www.imdb.com/title/tt11568358/,eTalk Presents: TIFF 2018 presented by Bell,eTalk Presents: TIFF 2018 presented by Bell,tvMiniSeries,"TV1 takes viewers backstage as ETALK hosts and producers offer a glimpse of all the action, and what it takes to cover one of the world's biggest film festivals. From the glamour of the first weekend, to the inner workings of a red carpet with some the biggest names in entertainment, ETALK will produce 10 mini-documentaries that will each profile a celebrated film or experience from TIFF 2018, available only on Fibe TV, Channel 1.",,[],,,False,2018-09-09,2018,2018.0,,['Documentary'],['Documentary'],['CA'],['https://twitter.com/fibetv1/status/1039605869988564994'],['en'],,"[{'id': 'co0362149', 'name': 'Bell Media'}]",75000.0,,,,
tt8027544,https://www.imdb.com/title/tt8027544/,The Oscars Opening Ceremony: Live from the Red Carpet,The Oscars Opening Ceremony: Live from the Red Carpet,tvSpecial,,https://m.media-amazon.com/images/M/MV5BN2Y4MzBmNzEtMzlhMi00MDBmLTliMDAtYjVkNDZkNzQ2MDk0XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BN2Y4MzBmNzEtMzlhMi00MDBmLTliMDAtYjVkNDZkNzQ2MDk0XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2Y4MzBmNzEtMzlhMi00MDBmLTliMDAtYjVkNDZkNzQ2MDk0XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2Y4MzBmNzEtMzlhMi00MDBmLTliMDAtYjVkNDZkNzQ2MDk0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2018-03-04,2018,,90.0,,,,['http://www.oscar.com/'],['en'],,[],,,8.0,40.0,
tt4537896,https://www.imdb.com/title/tt4537896/,White Boy Rick,White Boy Rick,movie,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",https://m.media-amazon.com/images/M/MV5BNjQ5MzY4NjQ4Nl5BMl5BanBnXkFtZTgwMzc1NjU4NjM@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNjQ5MzY4NjQ4Nl5BMl5BanBnXkFtZTgwMzc1NjU4NjM@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNjQ5MzY4NjQ4Nl5BMl5BanBnXkFtZTgwMzc1NjU4NjM@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNjQ5MzY4NjQ4Nl5BMl5BanBnXkFtZTgwMzc1NjU4NjM@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=qns48PtK2io,R,False,2018-09-14,2018,,111.0,"['Crime', 'Drama']","['Drug Crime', 'True Crime', 'Crime', 'Drama']",['US'],,['en'],"['Cleveland, Ohio, USA']","[{'id': 'co0368761', 'name': 'LBI Productions'}, {'id': 'co0062935', 'name': 'Protozoa Pictures'}, {'id': 'co0329296', 'name': 'Studio 8'}]",29000000.0,25957482.0,6.5,49077.0,59.0
tt10452542,https://www.imdb.com/title/tt10452542/,Harvey Can't Mess with Texas,Harvey Can't Mess with Texas,tvSpecial,,,[],,,False,2017-09-22,2017,,90.0,['Music'],['Music'],['US'],['https://radiotexaslive.com/watch-entire-harvey-cant-mess-with-texas-a-benefit-concert-video/'],['en'],"['Austin, Texas, USA']","[{'id': 'co0557822', 'name': 'Springboard Productions'}]",600000.0,,,,
tt7770020,https://www.imdb.com/title/tt7770020/,U2 at the BBC,U2 at the BBC,tvMovie,"U2 perform at Abbey Road Studios and talk to Cat Deeley about their career, and a behind-the-scenes look at U2's 'The Joshua Tree' tour in Brazil.",https://m.media-amazon.com/images/M/MV5BNDAyZjA3ZmMtZWY4OS00Yzc5LWE3MDYtNmU0MWE2Y2QwZTc1XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNDAyZjA3ZmMtZWY4OS00Yzc5LWE3MDYtNmU0MWE2Y2QwZTc1XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDAyZjA3ZmMtZWY4OS00Yzc5LWE3MDYtNmU0MWE2Y2QwZTc1XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDAyZjA3ZmMtZWY4OS00Yzc5LWE3MDYtNmU0MWE2Y2QwZTc1XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2017-12-19,2017,,60.0,"['Documentary', 'Music']","['Documentary', 'Music']",['GB'],,['en'],"[""Abbey Road Studios, Abbey Road, St. John's Wood, London, England, UK""]","[{'id': 'co0043107', 'name': 'British Broadcasting Corporation (BBC)'}]",,,7.4,67.0,
tt6634050,https://www.imdb.com/title/tt6634050/,The Envelope,The Envelope,tvMiniSeries,,https://m.media-amazon.com/images/M/MV5BN2RhZmVhZGMtYTk4NC00NTg1LTg4YmYtNmUzNzQxNWVkZDIwXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BN2RhZmVhZGMtYTk4NC00NTg1LTg4YmYtNmUzNzQxNWVkZDIwXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2RhZmVhZGMtYTk4NC00NTg1LTg4YmYtNmUzNzQxNWVkZDIwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2RhZmVhZGMtYTk4NC00NTg1LTg4YmYtNmUzNzQxNWVkZDIwXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",,,False,2017-02-08,2017,2017.0,,['Talk-Show'],['Talk Show'],['US'],['http://www.latimes.com/entertainment/envelope/92216489-132.html'],['en'],,"[{'id': 'co0236194', 'name': 'Herzog & Company'}, {'id': 'co0632661', 'name': 'LA Times Studios'}]",,,6.0,19.0,
